Date,MT_239
2011-01-01,59.75283465899476
2011-01-02,110.73184619506965
2011-01-03,111.8135383172562
2011-01-04,114.74226286173638
2011-01-05,116.61877009646302
2011-01-06,111.97832931404072
2011-01-07,112.01760115219723
2011-01-08,112.77666130760987
2011-01-09,111.85783427116831
2011-01-10,113.71357516077171
2011-01-11,114.01594319399788
2011-01-12,110.0135651125402
2011-01-13,110.35503751339763
2011-01-14,112.10158762057877
2011-01-15,111.48604970525189
2011-01-16,113.16393689710617
2011-01-17,112.94153603965702
2011-01-18,107.82271570203652
2011-01-19,107.49020297427658
2011-01-20,108.0520665862809
2011-01-21,107.9827337888532
2011-01-22,113.64935021436229
2011-01-23,110.72280278670956
2011-01-24,107.68321275455514
2011-01-25,116.9349544480172
2011-01-26,110.86699490889606
2011-01-27,112.99521034297965
2011-01-28,110.70974008574495
2011-01-29,110.68060021436231
2011-01-30,111.56333735262596
2011-01-31,105.04764536441587
2011-02-01,106.39770900321548
2011-02-02,105.7923030546624
2011-02-03,106.51117028403003
2011-02-04,113.19366291532691
2011-02-05,107.58222802786713
2011-02-06,107.75087084673099
2011-02-07,108.22179796355844
2011-02-08,108.98839429260453
2011-02-09,114.77475214362273
2011-02-10,112.92864080921758
2011-02-11,110.96923566452308
2011-02-12,112.2375736870311
2011-02-13,114.72752545551987
2011-02-14,113.61141814040725
2011-02-15,112.7439208199357
2011-02-16,110.40938169882104
2011-02-17,104.38278737942126
2011-02-18,114.53049638263668
2011-02-19,122.75857449088959
2011-02-20,112.82120846730975
2011-02-21,118.85475281350485
2011-02-22,120.98414054126478
2011-02-23,112.15124263129694
2011-02-24,114.76897441050379
2011-02-25,118.3654876741694
2011-02-26,110.2679528403001
2011-02-27,105.38694064844584
2011-02-28,102.83452237406216
2011-03-01,102.43853831725615
2011-03-02,102.79282221329049
2011-03-03,103.07810825294752
2011-03-04,100.49345190246517
2011-03-05,110.63395967309754
2011-03-06,113.10775053590572
2011-03-07,113.08530948553057
2011-03-08,118.73007100750267
2011-03-09,102.48836079849944
2011-03-10,101.60528871918541
2011-03-11,110.49931337084678
2011-03-12,111.97581725616294
2011-03-13,107.87421288853163
2011-03-14,112.60634378349414
2011-03-15,110.89278536977496
2011-03-16,105.80670551982855
2011-03-17,109.90127612540196
2011-03-18,115.39330452840302
2011-03-19,114.45613946945338
2011-03-20,112.74760517148985
2011-03-21,103.46128081457665
2011-03-22,99.4360430064309
2011-03-23,102.07596463022509
2011-03-24,106.43145431404076
2011-03-25,111.8115286709539
2011-03-26,112.22007301714899
2011-03-27,105.94361267416936
2011-03-28,106.3972903269025
2011-03-29,108.26843850482317
2011-03-30,106.17287982315116
2011-03-31,109.53820002679527
2011-04-01,112.60826969453376
2011-04-02,112.90829314040737
2011-04-03,107.60994439978566
2011-04-04,106.53553724544484
2011-04-05,109.02582395498392
2011-04-06,112.54697548231512
2011-04-07,111.94935691318331
2011-04-08,112.82614884780281
2011-04-09,110.75797159699898
2011-04-10,114.85044882100753
2011-04-11,106.69312700964633
2011-04-12,107.69041398713826
2011-04-13,109.48787513397643
2011-04-14,109.54883440514475
2011-04-15,113.36372923365485
2011-04-16,114.35992765273313
2011-04-17,112.14295284030014
2011-04-18,111.77510383172563
2011-04-19,115.17015005359063
2011-04-20,110.96119707931406
2011-04-21,118.43197347266884
2011-04-22,116.18435155412648
2011-04-23,116.63292135584135
2011-04-24,105.2635986066453
2011-04-25,106.48864549839227
2011-04-26,106.24564576634513
