Date,MT_132
2011-01-01,38.846299288390824
2011-01-02,36.19638580448511
2011-01-03,5.78325713041585
2011-01-04,3.946222512519052
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-08,32.99858480296104
2011-01-09,24.902024820378845
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-15,24.08556499020248
2011-01-16,20.95580230785977
2011-01-17,4.35445242760723
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-22,27.555519268452
2011-01-23,22.65676028739385
2011-01-24,1.7689962987154366
2011-01-25,3.129762682342696
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,0.0
2011-01-29,28.440017417809724
2011-01-30,24.42575658610929
2011-01-31,4.490529065969954
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,0.0
2011-02-04,0.0
2011-02-05,23.677335075114314
2011-02-06,13.947855432179411
2011-02-07,3.9462225125190513
2011-02-08,0.0
2011-02-09,6.939908556499019
2011-02-10,1.1566514260831702
2011-02-11,0.0
2011-02-12,28.848247332897895
2011-02-13,22.79283692575658
2011-02-14,2.721532767254518
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-19,26.4669061615502
2011-02-20,29.80078380143698
2011-02-21,1.9050729370781625
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-26,25.854561288917917
2011-02-27,22.9289135641193
2011-02-28,4.558567385151318
2011-03-01,0.0
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-05,28.37197909862836
2011-03-06,23.269105160026115
2011-03-07,2.109187894622252
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.8164598301763553
2011-03-11,0.0
2011-03-12,32.726431526235594
2011-03-13,43.27237099934686
2011-03-14,1.7009579795340741
2011-03-15,0.0
2011-03-16,0.0
2011-03-17,3.674069235793599
2011-03-18,0.0
2011-03-19,25.650446331373832
2011-03-20,21.02384062704114
2011-03-21,4.354452427607228
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-26,26.058676246462014
2011-03-27,24.085564990202474
2011-03-28,0.6803831918136293
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,0.0
2011-04-01,0.0
2011-04-02,23.745373394295683
